record_number,district,mandal,date,rain_mm,min_temp_c,max_temp_c,min_humidity,max_humidity,min_wind_speed_kmph,max_wind_speed_kmph
14206,Sangareddy,Andhole,08-Jan-22,0.0,18.9,32.3,34.5,99.9,0.0,7.3
14207,Sangareddy,Andhole,09-Jan-22,0.0,18.9,30.3,50.8,99.9,0.0,8.6
14208,Sangareddy,Andhole,10-Jan-22,0.0,19.2,32.6,48.8,99.9,0.0,9.8
14209,Sangareddy,Andhole,11-Jan-22,0.0,20.3,30.5,54.4,99.9,0.0,9.0
14210,Sangareddy,Andhole,12-Jan-22,0.0,18.9,30.3,50.8,99.9,0.0,9.7
14211,Sangareddy,Andhole,13-Jan-22,0.0,19.6,30.3,56.1,99.9,0.0,10.3
14212,Sangareddy,Andhole,14-Jan-22,0.0,18.2,29.0,54.0,99.9,0.0,9.3
14213,Sangareddy,Andhole,15-Jan-22,0.0,18.3,30.6,43.8,99.9,0.0,11.8
14214,Sangareddy,Andhole,16-Jan-22,0.0,19.4,30.7,49.8,99.9,0.0,9.0
14215,Sangareddy,Andhole,17-Jan-22,0.0,16.7,27.3,62.6,99.9,0.0,10.5
14216,Sangareddy,Andhole,18-Jan-22,0.0,15.1,29.8,51.3,99.9,0.0,9.4
14217,Sangareddy,Andhole,19-Jan-22,0.0,14.6,30.4,43.9,99.9,0.0,7.8
14218,Sangareddy,Andhole,20-Jan-22,0.0,12.8,30.3,25.7,99.9,0.0,8.4
14219,Sangareddy,Andhole,21-Jan-22,0.0,14.8,30.6,31.9,99.9,0.0,8.8
14220,Sangareddy,Andhole,22-Jan-22,0.0,14.1,30.3,38.8,99.9,0.0,12.1
14221,Sangareddy,Andhole,23-Jan-22,0.0,16.8,32.4,34.3,99.9,0.0,19.2
14222,Sangareddy,Andhole,24-Jan-22,0.0,15.1,30.1,39.3,88.6,0.0,18.1
14223,Sangareddy,Andhole,25-Jan-22,0.0,14.2,27.8,44.5,99.9,0.0,7.9
14224,Sangareddy,Andhole,26-Jan-22,0.0,14.1,27.3,39.9,99.9,0.0,7.1
14225,Sangareddy,Andhole,27-Jan-22,0.0,16.1,30.4,43.9,88.8,0.0,8.1
14226,Sangareddy,Andhole,28-Jan-22,0.0,11.4,28.1,39.4,84.2,0.0,9.0
14227,Sangareddy,Andhole,29-Jan-22,0.0,9.9,27.7,29.8,84.6,0.0,9.6
14228,Sangareddy,Andhole,30-Jan-22,0.0,10.6,29.9,23.9,82.5,0.0,10.2
14229,Sangareddy,Andhole,31-Jan-22,0.0,11.4,32.2,26.6,83.6,0.0,9.6
14230,Sangareddy,Chowtakur,01-Jan-22,0.0,16.0,28.6,47.2,93.2,0.1,6.6
14231,Sangareddy,Chowtakur,02-Jan-22,0.0,16.0,28.3,45.7,92.8,0.0,3.2
14232,Sangareddy,Chowtakur,03-Jan-22,0.0,14.3,28.8,41.8,91.5,0.0,0.8
14233,Sangareddy,Chowtakur,04-Jan-22,0.0,13.7,28.7,37.3,89.1,0.0,2.2
14234,Sangareddy,Chowtakur,05-Jan-22,0.0,13.4,29.2,37.6,93.5,0.0,1.7
14235,Sangareddy,Chowtakur,06-Jan-22,0.0,13.9,29.5,26.9,91.5,0.1,1.3
14236,Sangareddy,Chowtakur,07-Jan-22,0.0,16.5,28.4,41.3,92.4,0.1,1.1
14237,Sangareddy,Chowtakur,08-Jan-22,0.0,19.7,28.8,32.5,84.7,0.2,1.4
14238,Sangareddy,Chowtakur,09-Jan-22,0.0,19.1,28.5,53.4,88.1,0.1,1.8
14239,Sangareddy,Chowtakur,10-Jan-22,0.0,19.1,29.8,47.4,86.4,0.1,1.0
14240,Sangareddy,Chowtakur,11-Jan-22,0.0,20.6,28.7,52.6,85.3,0.1,4.0
14241,Sangareddy,Chowtakur,12-Jan-22,0.0,18.3,29.1,51.2,92.4,0.0,65.1
14242,Sangareddy,Chowtakur,13-Jan-22,0.0,19.4,28.8,52.0,91.3,0.2,2.3
14243,Sangareddy,Chowtakur,14-Jan-22,0.0,18.1,29.2,52.3,95.0,0.2,1.5
14244,Sangareddy,Chowtakur,15-Jan-22,0.0,17.7,29.3,39.5,89.0,0.0,3.0
14245,Sangareddy,Chowtakur,16-Jan-22,0.0,19.4,28.5,45.8,84.4,0.0,6.7
14246,Sangareddy,Chowtakur,17-Jan-22,0.0,16.7,24.2,68.1,95.6,0.0,3.5
14247,Sangareddy,Chowtakur,18-Jan-22,0.0,15.5,27.8,51.3,95.2,0.0,3.2
14248,Sangareddy,Chowtakur,19-Jan-22,0.0,14.5,28.4,38.7,94.8,0.0,6.5
14249,Sangareddy,Chowtakur,20-Jan-22,0.0,12.9,28.6,28.3,87.4,0.0,65.1
14250,Sangareddy,Chowtakur,21-Jan-22,0.0,14.6,30.4,27.8,85.3,0.0,4.0
14251,Sangareddy,Chowtakur,22-Jan-22,0.0,14.6,30.1,34.1,87.6,0.0,58.0
14252,Sangareddy,Chowtakur,23-Jan-22,0.0,15.6,31.6,29.6,79.7,0.0,5.4
14253,Sangareddy,Chowtakur,24-Jan-22,0.0,15.7,28.9,34.5,72.6,0.0,2.9
14254,Sangareddy,Chowtakur,25-Jan-22,0.0,14.4,25.8,42.5,84.1,0.0,5.0
14255,Sangareddy,Chowtakur,26-Jan-22,0.0,14.9,27.5,38.1,82.2,0.0,8.3
14256,Sangareddy,Chowtakur,27-Jan-22,0.0,17.2,27.8,40.1,69.1,0.0,2.5
14257,Sangareddy,Chowtakur,28-Jan-22,0.0,12.5,27.2,36.9,77.3,0.0,3.2
14258,Sangareddy,Chowtakur,29-Jan-22,0.0,11.0,27.3,28.2,79.5,0.0,2.1
14259,Sangareddy,Chowtakur,30-Jan-22,0.0,11.2,27.2,21.4,80.6,0.0,8.3
14260,Sangareddy,Chowtakur,31-Jan-22,0.0,12.6,30.8,22.7,85.0,0.0,2.5
14261,Sangareddy,Gummadidala,01-Jan-22,0.0,15.8,28.2,48.6,100.0,0.0,4.3
14262,Sangareddy,Gummadidala,02-Jan-22,0.0,14.8,28.9,48.5,100.0,0.0,5.0
14263,Sangareddy,Gummadidala,03-Jan-22,0.0,12.0,27.7,49.1,100.0,0.0,3.4
14264,Sangareddy,Gummadidala,04-Jan-22,0.0,11.7,28.2,44.0,100.0,0.0,4.8
14265,Sangareddy,Gummadidala,05-Jan-22,0.0,13.9,28.5,45.3,100.0,0.0,5.4
14266,Sangareddy,Gummadidala,06-Jan-22,0.0,14.4,29.2,40.8,100.0,0.0,4.9
14267,Sangareddy,Gummadidala,07-Jan-22,0.0,16.5,28.9,46.9,100.0,0.0,6.5
14268,Sangareddy,Gummadidala,08-Jan-22,0.0,18.0,27.8,44.6,97.9,0.0,8.0
14269,Sangareddy,Gummadidala,09-Jan-22,0.0,17.9,27.8,55.9,100.0,0.0,7.7
14270,Sangareddy,Gummadidala,10-Jan-22,0.0,18.5,28.6,51.5,100.0,0.0,6.0
14271,Sangareddy,Gummadidala,11-Jan-22,3.8,18.7,29.2,52.1,100.0,0.0,6.6
14272,Sangareddy,Gummadidala,12-Jan-22,4.9,17.5,28.1,53.2,100.0,0.0,5.6
14273,Sangareddy,Gummadidala,13-Jan-22,0.0,18.4,28.4,57.8,100.0,0.0,4.6
14274,Sangareddy,Gummadidala,14-Jan-22,0.0,18.5,27.9,58.2,100.0,0.0,4.7
14275,Sangareddy,Gummadidala,15-Jan-22,0.0,16.6,28.7,46.4,100.0,0.0,6.2
14276,Sangareddy,Gummadidala,16-Jan-22,0.0,17.8,26.8,54.2,99.9,0.0,5.3
14277,Sangareddy,Gummadidala,17-Jan-22,0.0,15.9,22.6,73.2,100.0,0.0,4.8
14278,Sangareddy,Gummadidala,18-Jan-22,0.0,14.7,27.4,54.4,100.0,0.0,2.6
14279,Sangareddy,Gummadidala,19-Jan-22,0.0,11.4,28.6,42.2,100.0,0.0,1.3
14280,Sangareddy,Gummadidala,20-Jan-22,0.0,11.5,28.7,38.2,100.0,0.0,3.4
14281,Sangareddy,Gummadidala,21-Jan-22,0.0,13.9,30.2,33.3,100.0,0.0,3.4
14282,Sangareddy,Gummadidala,22-Jan-22,0.0,12.0,30.4,38.3,99.3,0.0,3.5
14283,Sangareddy,Gummadidala,23-Jan-22,0.0,13.4,31.9,33.8,99.3,0.0,5.2
14284,Sangareddy,Gummadidala,24-Jan-22,0.0,13.4,28.6,39.9,94.0,0.0,3.4
14285,Sangareddy,Gummadidala,25-Jan-22,0.0,12.2,26.0,46.5,100.0,0.0,3.1
14286,Sangareddy,Gummadidala,26-Jan-22,0.0,13.2,27.8,41.3,98.3,0.0,3.5
14287,Sangareddy,Gummadidala,27-Jan-22,0.0,15.5,28.4,43.7,89.5,0.0,4.3
14288,Sangareddy,Gummadidala,28-Jan-22,0.0,11.7,26.9,46.4,85.3,0.0,6.5
14289,Sangareddy,Gummadidala,29-Jan-22,0.0,8.2,27.0,32.1,90.1,0.0,4.7
14290,Sangareddy,Gummadidala,30-Jan-22,0.0,7.6,27.9,26.4,92.5,0.0,3.4
14291,Sangareddy,Gummadidala,31-Jan-22,0.0,11.6,30.1,28.1,87.3,0.0,1.7
14292,Sangareddy,Hathanoora,01-Jan-22,0.0,14.8,29.8,35.6,100.0,0.0,9.8
14293,Sangareddy,Hathanoora,02-Jan-22,0.0,14.9,29.7,36.7,100.0,0.0,8.2
14294,Sangareddy,Hathanoora,03-Jan-22,0.0,13.1,32.2,31.2,100.0,0.0,9.4
14295,Sangareddy,Hathanoora,04-Jan-22,0.0,12.3,30.8,26.5,100.0,0.0,10.1
14296,Sangareddy,Hathanoora,05-Jan-22,0.0,12.6,32.0,26.8,100.0,0.0,11.0
14297,Sangareddy,Hathanoora,06-Jan-22,0.0,12.6,31.2,21.5,100.0,0.0,9.4
14298,Sangareddy,Hathanoora,07-Jan-22,0.0,15.6,31.0,32.2,100.0,0.0,7.7
14299,Sangareddy,Hathanoora,08-Jan-22,0.0,19.7,31.9,21.5,91.5,0.0,12.0
14300,Sangareddy,Hathanoora,09-Jan-22,0.0,17.5,29.8,44.1,99.9,0.0,8.3
14301,Sangareddy,Hathanoora,10-Jan-22,0.0,17.3,32.0,36.7,100.0,0.0,10.2
14302,Sangareddy,Hathanoora,11-Jan-22,6.5,18.3,31.2,40.4,99.6,0.0,7.0
14303,Sangareddy,Hathanoora,12-Jan-22,0.0,18.5,31.2,40.4,100.0,0.0,10.2
14304,Sangareddy,Hathanoora,13-Jan-22,0.0,18.4,31.1,42.5,100.0,0.0,9.3
14305,Sangareddy,Hathanoora,14-Jan-22,0.0,17.1,30.3,43.6,100.0,0.0,12.2
14306,Sangareddy,Hathanoora,15-Jan-22,0.0,16.8,30.8,30.3,100.0,0.0,11.5
14307,Sangareddy,Hathanoora,16-Jan-22,0.0,18.5,31.2,30.9,100.0,0.0,7.7
14308,Sangareddy,Hathanoora,17-Jan-22,0.0,15.3,26.4,65.7,100.0,0.0,9.9
14309,Sangareddy,Hathanoora,18-Jan-22,0.0,13.8,30.3,39.9,100.0,0.0,7.7
14310,Sangareddy,Hathanoora,19-Jan-22,0.0,12.8,31.4,25.3,100.0,0.0,8.9
14311,Sangareddy,Hathanoora,20-Jan-22,0.0,12.5,31.8,17.7,100.0,0.0,7.7
14312,Sangareddy,Hathanoora,21-Jan-22,0.0,13.3,33.3,17.3,100.0,0.0,8.4
14313,Sangareddy,Hathanoora,22-Jan-22,0.0,12.8,33.2,21.1,100.0,0.0,12.4
14314,Sangareddy,Hathanoora,23-Jan-22,0.0,14.4,33.2,17.9,91.5,0.0,14.4
14315,Sangareddy,Hathanoora,24-Jan-22,0.0,15.5,31.3,24.0,80.9,0.0,10.7
14316,Sangareddy,Hathanoora,25-Jan-22,0.0,13.2,28.2,30.0,98.5,0.0,6.4
14317,Sangareddy,Hathanoora,26-Jan-22,0.0,12.9,29.7,26.5,99.6,0.0,6.0
14318,Sangareddy,Hathanoora,27-Jan-22,0.0,15.9,30.6,25.9,77.3,0.0,8.9
14319,Sangareddy,Hathanoora,28-Jan-22,0.0,10.4,30.1,25.3,95.0,0.0,7.8
14320,Sangareddy,Hathanoora,29-Jan-22,0.0,8.3,31.1,15.2,95.7,0.0,8.0
14321,Sangareddy,Hathanoora,30-Jan-22,0.0,9.1,31.8,11.1,90.2,0.0,7.7
14322,Sangareddy,Hathanoora,31-Jan-22,0.0,11.2,32.9,12.3,93.7,0.0,9.2
14323,Sangareddy,Jharasangam,01-Jan-22,0.0,15.9,28.4,50.5,92.9,0.0,8.4
14324,Sangareddy,Jharasangam,02-Jan-22,0.0,15.1,27.8,50.5,91.4,0.0,8.1
14325,Sangareddy,Jharasangam,03-Jan-22,0.0,13.7,29.0,47.1,92.4,0.0,7.3
14326,Sangareddy,Jharasangam,04-Jan-22,0.0,12.5,28.5,43.6,91.2,0.0,8.1
14327,Sangareddy,Jharasangam,05-Jan-22,0.0,14.4,28.7,41.9,87.4,0.0,10.8
14328,Sangareddy,Jharasangam,06-Jan-22,0.0,15.2,29.5,36.7,83.4,0.0,10.7
14329,Sangareddy,Jharasangam,07-Jan-22,0.0,14.9,29.6,40.7,91.7,0.0,10.7
14330,Sangareddy,Jharasangam,08-Jan-22,0.0,17.4,29.4,39.9,88.3,0.0,10.1
14331,Sangareddy,Jharasangam,09-Jan-22,0.0,17.8,28.2,54.7,89.1,0.0,14.2
14332,Sangareddy,Jharasangam,10-Jan-22,0.0,17.4,28.9,52.6,89.5,0.0,17.1
14333,Sangareddy,Jharasangam,11-Jan-22,1.8,17.8,29.5,46.3,93.2,0.0,9.0
14334,Sangareddy,Jharasangam,12-Jan-22,0.0,17.6,28.2,55.2,93.2,0.0,15.2
14335,Sangareddy,Jharasangam,13-Jan-22,0.0,18.3,29.5,44.6,90.7,1.0,17.8
14336,Sangareddy,Jharasangam,14-Jan-22,0.0,15.8,28.8,47.1,94.0,0.0,11.0
14337,Sangareddy,Jharasangam,15-Jan-22,0.0,17.3,28.0,46.5,88.6,0.0,15.1
14338,Sangareddy,Jharasangam,16-Jan-22,0.0,18.9,27.2,53.1,87.4,0.0,6.8
14339,Sangareddy,Jharasangam,17-Jan-22,0.0,16.2,24.1,66.8,93.5,0.0,9.2
14340,Sangareddy,Jharasangam,18-Jan-22,0.0,14.9,27.0,54.7,92.9,0.0,9.1
14341,Sangareddy,Jharasangam,19-Jan-22,0.0,13.9,29.3,43.6,80.9,0.0,8.6
14342,Sangareddy,Jharasangam,20-Jan-22,0.0,13.0,30.4,33.4,80.9,0.0,5.9
14343,Sangareddy,Jharasangam,21-Jan-22,0.0,14.6,31.8,31.3,82.0,0.0,5.7
14344,Sangareddy,Jharasangam,22-Jan-22,0.0,14.3,31.8,32.0,65.7,0.0,5.8
14345,Sangareddy,Jharasangam,23-Jan-22,0.0,15.7,31.6,34.7,80.6,0.0,11.5
14346,Sangareddy,Jharasangam,24-Jan-22,0.0,14.6,29.0,41.3,71.6,0.0,10.4
14347,Sangareddy,Jharasangam,25-Jan-22,0.0,13.9,25.2,47.3,78.1,0.0,7.7
14348,Sangareddy,Jharasangam,26-Jan-22,0.0,13.5,27.7,39.0,81.3,0.0,5.9
14349,Sangareddy,Jharasangam,27-Jan-22,0.0,15.2,27.1,47.1,75.3,0.0,6.7
14350,Sangareddy,Jharasangam,28-Jan-22,0.0,10.5,26.3,43.2,61.9,0.0,8.1
14351,Sangareddy,Jharasangam,29-Jan-22,0.0,9.6,27.6,33.8,79.2,0.0,8.1
14352,Sangareddy,Jharasangam,30-Jan-22,0.0,9.2,29.4,27.8,66.2,0.0,7.0
14353,Sangareddy,Jharasangam,31-Jan-22,0.0,12.4,31.6,24.4,68.9,0.0,8.4
14354,Sangareddy,Jinnaram,01-Jan-22,0.0,16.3,29.6,49.8,96.5,0.0,3.3
14355,Sangareddy,Jinnaram,02-Jan-22,0.0,16.7,28.3,54.3,96.9,0.0,1.4
14356,Sangareddy,Jinnaram,03-Jan-22,0.0,13.7,29.0,49.8,96.6,0.0,2.0
14357,Sangareddy,Jinnaram,04-Jan-22,0.0,15.4,28.8,39.7,86.5,0.0,1.0
14358,Sangareddy,Jinnaram,05-Jan-22,0.0,14.7,29.6,42.0,96.0,0.0,2.8
14359,Sangareddy,Jinnaram,06-Jan-22,0.0,16.3,29.1,37.9,92.3,0.0,1.6
14360,Sangareddy,Jinnaram,07-Jan-22,0.0,17.4,27.7,50.1,94.8,0.0,2.2
14361,Sangareddy,Jinnaram,08-Jan-22,0.0,19.4,28.4,43.9,91.9,0.2,3.1
14362,Sangareddy,Jinnaram,09-Jan-22,0.0,18.8,28.4,60.1,95.9,0.2,1.8
14363,Sangareddy,Jinnaram,10-Jan-22,0.0,19.3,29.8,55.1,96.5,0.0,1.3
14364,Sangareddy,Jinnaram,11-Jan-22,0.0,20.0,29.7,56.6,93.3,0.1,3.7
14365,Sangareddy,Jinnaram,12-Jan-22,5.0,18.7,29.1,57.5,100.0,0.0,2.7
14366,Sangareddy,Jinnaram,13-Jan-22,0.0,19.5,28.4,66.4,100.0,0.0,3.0
14367,Sangareddy,Jinnaram,14-Jan-22,0.0,19.0,27.2,64.6,98.1,0.0,2.1
14368,Sangareddy,Jinnaram,15-Jan-22,0.0,18.0,29.7,43.4,96.0,0.0,2.5
14369,Sangareddy,Jinnaram,16-Jan-22,0.0,18.7,28.2,51.4,94.1,0.1,1.7
14370,Sangareddy,Jinnaram,17-Jan-22,0.0,16.6,23.5,79.0,99.0,0.0,0.9
14371,Sangareddy,Jinnaram,18-Jan-22,0.0,15.9,27.6,58.9,98.2,0.0,2.5
14372,Sangareddy,Jinnaram,19-Jan-22,0.0,14.6,29.7,39.7,91.3,0.0,1.3
14373,Sangareddy,Jinnaram,20-Jan-22,0.0,14.3,29.6,32.0,95.5,0.0,6.4
14374,Sangareddy,Jinnaram,21-Jan-22,0.0,16.0,31.2,30.8,93.4,0.0,5.7
14375,Sangareddy,Jinnaram,22-Jan-22,0.0,15.7,31.8,34.3,85.0,0.0,4.8
14376,Sangareddy,Jinnaram,23-Jan-22,0.0,16.6,33.7,29.3,88.3,0.0,5.5
14377,Sangareddy,Jinnaram,24-Jan-22,0.0,15.6,30.4,36.5,83.2,0.0,4.7
14378,Sangareddy,Jinnaram,25-Jan-22,0.0,14.8,27.1,43.1,84.0,0.0,5.0
14379,Sangareddy,Jinnaram,26-Jan-22,0.0,16.0,28.8,35.6,77.6,0.0,3.1
14380,Sangareddy,Jinnaram,27-Jan-22,0.0,17.2,29.3,40.2,75.8,0.0,1.8
14381,Sangareddy,Jinnaram,28-Jan-22,0.0,14.0,28.0,43.1,81.4,0.0,1.8
14382,Sangareddy,Jinnaram,29-Jan-22,0.0,9.8,28.2,26.2,84.0,0.0,1.8
14383,Sangareddy,Jinnaram,30-Jan-22,0.0,10.7,29.1,21.5,85.5,0.0,1.4
14384,Sangareddy,Jinnaram,31-Jan-22,0.0,12.7,30.8,21.0,85.6,0.0,1.4
14385,Sangareddy,Kalher,01-Jan-22,0.0,16.8,29.8,38.3,87.1,0.0,10.7
14386,Sangareddy,Kalher,02-Jan-22,0.0,17.0,28.9,45.2,85.8,0.0,8.5
14387,Sangareddy,Kalher,03-Jan-22,0.0,14.8,30.5,36.9,84.1,0.0,7.0
14388,Sangareddy,Kalher,04-Jan-22,0.0,14.2,31.1,34.5,85.3,0.0,10.3
14389,Sangareddy,Kalher,05-Jan-22,0.0,15.3,31.2,35.5,85.8,0.0,9.0
14390,Sangareddy,Kalher,06-Jan-22,0.0,15.6,30.4,33.0,84.5,0.0,8.1
14391,Sangareddy,Kalher,07-Jan-22,0.0,17.2,30.7,32.2,85.4,0.0,8.6
14392,Sangareddy,Kalher,08-Jan-22,0.0,19.1,29.5,36.1,81.4,0.0,12.0
14393,Sangareddy,Kalher,09-Jan-22,0.0,19.9,29.0,49.2,82.7,0.0,11.7
14394,Sangareddy,Kalher,10-Jan-22,0.2,19.1,31.4,38.4,84.5,0.0,11.8
14395,Sangareddy,Kalher,11-Jan-22,0.0,20.1,29.6,50.5,86.0,0.0,7.5
14396,Sangareddy,Kalher,12-Jan-22,0.0,19.1,28.7,55.5,87.3,0.0,10.2
14397,Sangareddy,Kalher,13-Jan-22,0.0,19.0,29.0,54.2,84.4,0.0,7.6
14398,Sangareddy,Kalher,14-Jan-22,0.0,18.2,28.2,53.7,87.4,0.0,8.7
14399,Sangareddy,Kalher,15-Jan-22,0.0,18.5,30.9,34.1,85.3,0.0,17.9
14400,Sangareddy,Kalher,16-Jan-22,0.0,18.1,30.3,41.3,84.9,0.0,5.8
14401,Sangareddy,Kalher,17-Jan-22,0.0,16.7,25.5,61.2,87.8,0.0,14.9
14402,Sangareddy,Kalher,18-Jan-22,0.0,16.0,29.4,43.9,87.4,0.0,10.8
14403,Sangareddy,Kalher,19-Jan-22,0.0,15.3,30.9,35.5,84.8,0.0,6.1
14404,Sangareddy,Kalher,20-Jan-22,0.0,13.9,30.3,26.2,83.1,0.0,9.0
14405,Sangareddy,Kalher,21-Jan-22,0.0,15.3,32.3,24.2,79.4,0.0,3.4
14406,Sangareddy,Kalher,22-Jan-22,0.0,15.0,31.8,32.4,79.8,0.0,6.1
14407,Sangareddy,Kalher,23-Jan-22,0.0,16.3,32.8,25.7,76.3,0.0,9.0
14408,Sangareddy,Kalher,24-Jan-22,0.0,14.9,30.4,33.4,74.8,0.0,10.9
14409,Sangareddy,Kalher,25-Jan-22,0.0,13.7,25.7,38.7,78.4,0.0,7.5
14410,Sangareddy,Kalher,26-Jan-22,0.0,13.7,28.9,32.4,80.8,0.0,8.6
14411,Sangareddy,Kalher,27-Jan-22,0.0,15.2,29.1,36.9,76.2,0.0,4.7
14412,Sangareddy,Kalher,28-Jan-22,0.0,12.9,28.6,31.9,79.4,0.0,7.6
14413,Sangareddy,Kalher,29-Jan-22,0.0,10.9,28.9,26.5,84.5,0.0,7.0
14414,Sangareddy,Kalher,30-Jan-22,0.0,11.0,29.9,24.7,83.5,0.0,4.4
14415,Sangareddy,Kalher,31-Jan-22,0.0,12.9,31.6,23.1,79.9,0.0,3.7
14416,Sangareddy,Kandi,01-Jan-22,0.0,15.3,29.4,50.7,100.0,0.0,2.2
14417,Sangareddy,Kandi,02-Jan-22,0.0,15.4,30.3,46.6,100.0,0.0,0.3
14418,Sangareddy,Kandi,03-Jan-22,0.0,13.6,30.7,44.9,100.0,0.0,0.3
14419,Sangareddy,Kandi,04-Jan-22,0.0,12.9,30.6,39.2,100.0,0.0,0.9
14420,Sangareddy,Kandi,05-Jan-22,0.0,14.4,30.7,41.1,100.0,0.0,1.7
14421,Sangareddy,Kandi,06-Jan-22,0.0,14.9,31.7,34.7,98.9,0.0,2.3
14422,Sangareddy,Kandi,07-Jan-22,0.0,16.0,30.0,41.6,100.0,0.0,3.3
14423,Sangareddy,Kandi,08-Jan-22,0.0,19.5,30.6,39.8,95.2,0.0,2.1
14424,Sangareddy,Kandi,09-Jan-22,0.0,18.8,30.6,54.7,100.0,0.0,4.5
14425,Sangareddy,Kandi,10-Jan-22,0.0,18.9,31.5,49.3,99.4,0.0,2.4
14426,Sangareddy,Kandi,11-Jan-22,0.0,19.4,30.3,55.2,98.0,0.0,6.0
14427,Sangareddy,Kandi,12-Jan-22,5.8,17.5,30.2,52.7,100.0,0.0,8.4
14428,Sangareddy,Kandi,13-Jan-22,0.0,19.3,31.1,47.7,100.0,0.0,0.3
14429,Sangareddy,Kandi,14-Jan-22,0.0,18.8,29.0,59.0,100.0,0.0,1.4
14430,Sangareddy,Kandi,15-Jan-22,0.0,16.5,30.1,43.4,100.0,0.0,0.0
14431,Sangareddy,Kandi,16-Jan-22,2.8,18.5,29.2,49.5,100.0,0.0,0.1
14432,Sangareddy,Kandi,17-Jan-22,0.0,16.6,25.0,72.9,100.0,0.0,0.0
14433,Sangareddy,Kandi,18-Jan-22,0.0,15.5,28.8,54.1,100.0,0.0,0.0
14434,Sangareddy,Kandi,19-Jan-22,0.0,13.3,29.5,40.6,100.0,0.0,2.2
14435,Sangareddy,Kandi,20-Jan-22,0.0,12.8,30.5,31.9,100.0,0.0,9.6
14436,Sangareddy,Kandi,21-Jan-22,0.0,14.7,32.4,31.1,90.9,0.0,2.6
14437,Sangareddy,Kandi,22-Jan-22,0.0,15.2,32.9,33.9,85.1,0.0,7.3
14438,Sangareddy,Kandi,23-Jan-22,0.0,15.9,33.0,33.0,90.2,0.0,7.4
14439,Sangareddy,Kandi,24-Jan-22,0.0,16.1,30.6,38.1,80.5,0.0,0.7
14440,Sangareddy,Kandi,25-Jan-22,0.0,14.8,26.1,45.7,90.5,0.0,0.5
14441,Sangareddy,Kandi,26-Jan-22,0.0,14.7,30.3,36.4,89.8,0.0,0.1
14442,Sangareddy,Kandi,27-Jan-22,0.0,16.2,30.9,39.9,78.4,0.0,0.7
14443,Sangareddy,Kandi,28-Jan-22,0.0,12.5,29.6,38.9,81.5,0.0,1.1
14444,Sangareddy,Kandi,29-Jan-22,0.0,9.0,27.8,30.0,93.6,0.0,2.9
14445,Sangareddy,Kandi,30-Jan-22,0.0,10.0,30.1,27.1,92.9,0.0,1.1
14446,Sangareddy,Kandi,31-Jan-22,0.0,11.8,32.7,25.7,89.9,0.0,0.0
14447,Sangareddy,Kangti,01-Jan-22,0.0,15.9,28.8,61.4,98.6,0.0,9.1
14448,Sangareddy,Kangti,02-Jan-22,0.0,16.0,29.6,57.0,98.3,0.0,6.6
14449,Sangareddy,Kangti,03-Jan-22,0.0,14.1,29.6,51.5,97.8,0.0,8.8
14450,Sangareddy,Kangti,04-Jan-22,0.0,13.2,29.2,50.4,97.7,0.0,7.7
14451,Sangareddy,Kangti,05-Jan-22,0.0,13.8,29.4,48.3,97.4,0.0,7.5
14452,Sangareddy,Kangti,06-Jan-22,0.0,13.9,31.1,42.3,97.1,0.0,7.1
14453,Sangareddy,Kangti,07-Jan-22,0.0,16.9,31.4,39.6,95.5,0.0,9.7
14454,Sangareddy,Kangti,08-Jan-22,0.0,19.3,31.8,39.6,92.9,0.0,11.0
14455,Sangareddy,Kangti,09-Jan-22,0.0,20.1,30.2,58.3,93.4,0.0,8.8
14456,Sangareddy,Kangti,10-Jan-22,0.3,19.0,30.7,48.1,96.2,0.0,10.5
14457,Sangareddy,Kangti,11-Jan-22,0.0,18.8,27.9,64.5,98.7,0.0,7.6
14458,Sangareddy,Kangti,12-Jan-22,0.0,18.6,27.3,72.8,100.0,0.0,10.3
14459,Sangareddy,Kangti,13-Jan-22,0.0,18.7,25.7,70.9,100.0,0.0,8.8
14460,Sangareddy,Kangti,14-Jan-22,10.5,17.8,28.6,72.4,96.2,0.0,7.8
14461,Sangareddy,Kangti,15-Jan-22,0.0,18.1,29.1,51.4,100.0,0.0,11.0
14462,Sangareddy,Kangti,16-Jan-22,0.0,17.9,28.4,64.5,95.2,0.1,7.7
14463,Sangareddy,Kangti,17-Jan-22,0.0,15.8,26.7,78.9,98.2,0.0,5.1
14464,Sangareddy,Kangti,18-Jan-22,0.0,15.1,28.5,58.6,100.0,0.0,7.5
14465,Sangareddy,Kangti,19-Jan-22,0.0,14.0,29.6,51.8,100.0,0.0,6.5
14466,Sangareddy,Kangti,20-Jan-22,0.0,12.3,29.6,41.2,90.7,0.0,8.9
14467,Sangareddy,Kangti,21-Jan-22,0.0,14.8,31.4,36.5,83.8,0.0,6.4
14468,Sangareddy,Kangti,22-Jan-22,0.0,14.5,31.0,42.4,90.7,0.0,9.5
14469,Sangareddy,Kangti,23-Jan-22,0.0,15.7,32.8,33.2,83.5,0.0,11.2
14470,Sangareddy,Kangti,24-Jan-22,0.0,15.1,29.3,45.9,79.8,0.0,9.4
14471,Sangareddy,Kangti,25-Jan-22,0.0,13.4,24.2,52.0,88.4,0.0,7.6
14472,Sangareddy,Kangti,26-Jan-22,0.0,13.2,26.6,46.8,91.0,0.0,8.1
