record_number,district,mandal,date,rain_mm,min_temp_c,max_temp_c,min_humidity,max_humidity,min_wind_speed_kmph,max_wind_speed_kmph
2519,Jangaon,Palakurthi,29-Apr-21,0.0,23.7,38.0,24.2,100.0,0.0,11.4
2520,Jangaon,Palakurthi,30-Apr-21,0.0,22.1,38.1,27.9,72.5,0.0,28.8
2521,Jangaon,Raghunathpalle,01-Apr-21,0.0,23.7,40.2,20.8,61.6,0.0,13.0
2522,Jangaon,Raghunathpalle,02-Apr-21,0.0,23.2,40.2,26.1,48.9,0.0,13.8
2523,Jangaon,Raghunathpalle,03-Apr-21,0.0,22.6,40.5,19.4,77.4,0.0,11.0
2524,Jangaon,Raghunathpalle,04-Apr-21,0.0,24.8,39.8,35.8,97.1,0.0,10.0
2525,Jangaon,Raghunathpalle,05-Apr-21,0.0,22.3,36.9,48.9,93.5,0.0,8.7
2526,Jangaon,Raghunathpalle,06-Apr-21,0.0,23.3,35.7,55.4,96.9,0.0,6.7
2527,Jangaon,Raghunathpalle,07-Apr-21,0.0,22.6,37.4,46.5,98.3,0.0,8.6
2528,Jangaon,Raghunathpalle,08-Apr-21,0.0,23.0,39.2,39.9,92.7,0.0,7.7
2529,Jangaon,Raghunathpalle,09-Apr-21,0.0,22.7,39.6,33.2,96.9,0.0,11.7
2530,Jangaon,Raghunathpalle,10-Apr-21,0.0,23.6,36.1,41.2,94.5,0.0,11.9
2531,Jangaon,Raghunathpalle,11-Apr-21,0.0,22.5,34.6,45.7,87.7,0.0,9.6
2532,Jangaon,Raghunathpalle,12-Apr-21,0.0,23.9,37.4,40.3,89.8,0.0,5.8
2533,Jangaon,Raghunathpalle,13-Apr-21,0.4,22.0,37.3,40.7,86.4,0.0,13.4
2534,Jangaon,Raghunathpalle,14-Apr-21,9.7,19.9,35.9,42.4,97.0,0.0,14.4
2535,Jangaon,Raghunathpalle,15-Apr-21,0.0,23.6,34.2,50.9,93.2,0.0,7.5
2536,Jangaon,Raghunathpalle,16-Apr-21,0.0,23.4,34.5,41.0,96.4,0.0,7.1
2537,Jangaon,Raghunathpalle,17-Apr-21,0.0,23.3,35.5,40.4,95.2,0.0,8.8
2538,Jangaon,Raghunathpalle,18-Apr-21,0.0,23.6,39.0,40.1,88.3,0.0,5.2
2539,Jangaon,Raghunathpalle,19-Apr-21,0.0,23.6,37.2,37.8,84.8,0.0,7.6
2540,Jangaon,Raghunathpalle,20-Apr-21,0.0,25.4,39.6,27.1,93.4,0.0,11.5
2541,Jangaon,Raghunathpalle,21-Apr-21,0.0,25.1,38.1,38.4,86.2,0.0,12.2
2542,Jangaon,Raghunathpalle,22-Apr-21,1.8,23.2,38.4,36.4,90.8,0.0,13.3
2543,Jangaon,Raghunathpalle,23-Apr-21,0.0,23.9,35.6,43.7,79.7,0.0,8.3
2544,Jangaon,Raghunathpalle,24-Apr-21,0.0,22.9,36.4,40.5,84.7,0.0,14.9
2545,Jangaon,Raghunathpalle,25-Apr-21,0.0,23.8,38.3,28.7,92.6,0.0,6.2
2546,Jangaon,Raghunathpalle,26-Apr-21,0.0,24.4,38.6,31.7,74.9,0.0,7.6
2547,Jangaon,Raghunathpalle,27-Apr-21,0.0,24.9,38.7,22.6,59.2,0.0,6.5
2548,Jangaon,Raghunathpalle,28-Apr-21,0.0,24.0,39.9,26.6,84.4,0.0,10.0
2549,Jangaon,Raghunathpalle,29-Apr-21,0.0,23.6,39.5,26.6,82.0,0.0,6.7
2550,Jangaon,Raghunathpalle,30-Apr-21,0.0,23.6,39.1,31.6,65.4,0.0,14.8
2551,Jangaon,Tharigoppula,01-Apr-21,0.0,23.3,39.1,12.6,45.0,0.0,2.1
2552,Jangaon,Tharigoppula,02-Apr-21,0.0,23.2,38.7,15.2,52.0,0.0,2.2
2553,Jangaon,Tharigoppula,03-Apr-21,0.0,22.9,39.7,18.7,55.0,0.0,0.3
2554,Jangaon,Tharigoppula,04-Apr-21,0.0,24.5,38.5,24.6,92.0,0.0,0.5
2555,Jangaon,Tharigoppula,05-Apr-21,0.0,22.9,36.7,34.3,89.0,0.0,0.3
2556,Jangaon,Tharigoppula,06-Apr-21,0.0,22.9,34.9,44.5,93.0,0.0,0.3
2557,Jangaon,Tharigoppula,07-Apr-21,0.0,22.1,36.3,35.9,94.0,0.0,1.9
2558,Jangaon,Tharigoppula,08-Apr-21,0.0,22.9,37.5,25.6,91.7,0.0,1.8
2559,Jangaon,Tharigoppula,09-Apr-21,0.0,22.6,36.6,20.0,90.0,0.0,2.4
2560,Jangaon,Tharigoppula,10-Apr-21,0.0,23.0,34.9,35.9,92.0,0.0,2.6
2561,Jangaon,Tharigoppula,11-Apr-21,0.0,22.2,34.3,35.5,85.0,0.0,2.4
2562,Jangaon,Tharigoppula,12-Apr-21,0.0,22.7,34.5,37.3,85.1,0.0,2.1
2563,Jangaon,Tharigoppula,13-Apr-21,0.0,22.6,35.3,34.7,80.3,0.0,8.5
2564,Jangaon,Tharigoppula,14-Apr-21,6.5,19.6,36.0,31.0,99.3,0.0,9.7
2565,Jangaon,Tharigoppula,15-Apr-21,0.0,20.9,34.2,26.8,91.9,0.0,4.9
2566,Jangaon,Tharigoppula,16-Apr-21,0.0,22.7,33.7,38.6,97.4,0.0,6.3
2567,Jangaon,Tharigoppula,17-Apr-21,0.0,23.0,36.0,24.2,95.8,0.0,6.3
2568,Jangaon,Tharigoppula,18-Apr-21,0.0,23.3,36.6,29.0,86.0,0.0,6.4
2569,Jangaon,Tharigoppula,19-Apr-21,0.0,24.1,36.9,29.2,83.3,0.0,6.5
2570,Jangaon,Tharigoppula,20-Apr-21,0.0,25.8,39.0,27.2,89.1,0.0,8.2
2571,Jangaon,Tharigoppula,21-Apr-21,0.0,24.4,37.2,32.7,88.1,0.0,9.7
2572,Jangaon,Tharigoppula,22-Apr-21,0.0,23.0,37.3,29.3,84.7,0.0,8.7
2573,Jangaon,Tharigoppula,23-Apr-21,0.0,22.3,36.0,35.6,85.8,0.0,6.2
2574,Jangaon,Tharigoppula,24-Apr-21,0.0,23.9,37.3,33.7,79.3,0.1,6.2
2575,Jangaon,Tharigoppula,25-Apr-21,0.0,24.3,37.8,27.8,90.1,0.0,6.1
2576,Jangaon,Tharigoppula,26-Apr-21,0.0,24.0,37.2,28.4,75.6,0.0,6.5
2577,Jangaon,Tharigoppula,27-Apr-21,0.0,24.0,38.0,22.8,66.0,0.0,5.5
2578,Jangaon,Tharigoppula,28-Apr-21,0.0,24.0,38.8,21.7,78.5,0.0,6.7
2579,Jangaon,Tharigoppula,29-Apr-21,0.0,24.4,37.8,25.8,72.3,0.0,5.0
2580,Jangaon,Tharigoppula,30-Apr-21,0.0,22.9,38.2,24.3,66.2,0.0,9.1
2581,Jangaon,Zaffergadh,01-Apr-21,0.0,22.9,38.9,18.3,51.8,0.0,9.0
2582,Jangaon,Zaffergadh,02-Apr-21,0.0,22.9,38.6,21.2,67.8,0.0,14.6
2583,Jangaon,Zaffergadh,03-Apr-21,0.0,23.5,38.7,19.8,77.1,0.0,9.0
2584,Jangaon,Zaffergadh,04-Apr-21,0.0,25.8,38.3,33.6,92.7,0.0,14.1
2585,Jangaon,Zaffergadh,05-Apr-21,0.0,24.3,35.7,45.3,93.7,0.0,15.5
2586,Jangaon,Zaffergadh,06-Apr-21,0.0,23.4,34.4,54.4,87.2,0.0,12.1
2587,Jangaon,Zaffergadh,07-Apr-21,0.0,23.4,35.8,51.5,93.9,0.0,13.3
2588,Jangaon,Zaffergadh,08-Apr-21,0.0,23.6,37.4,38.2,94.4,0.0,13.7
2589,Jangaon,Zaffergadh,09-Apr-21,0.0,23.4,38.1,31.0,92.8,0.0,13.2
2590,Jangaon,Zaffergadh,10-Apr-21,0.0,23.6,35.6,41.9,93.1,0.0,14.1
2591,Jangaon,Zaffergadh,11-Apr-21,0.0,22.9,34.8,45.5,87.7,0.0,14.1
2592,Jangaon,Zaffergadh,12-Apr-21,0.0,24.0,36.1,36.1,88.8,0.0,4.1
2593,Jangaon,Zaffergadh,13-Apr-21,3.2,22.4,37.2,37.5,89.4,0.0,8.6
2594,Jangaon,Zaffergadh,14-Apr-21,18.1,20.2,37.1,36.5,100.0,0.0,9.6
2595,Jangaon,Zaffergadh,15-Apr-21,0.0,22.1,32.5,58.7,98.3,0.0,10.1
2596,Jangaon,Zaffergadh,16-Apr-21,0.0,23.2,34.4,39.5,91.2,0.0,9.8
2597,Jangaon,Zaffergadh,17-Apr-21,0.0,24.2,35.6,32.0,92.6,0.0,10.4
2598,Jangaon,Zaffergadh,18-Apr-21,0.0,23.8,37.8,32.1,90.5,0.0,9.5
2599,Jangaon,Zaffergadh,19-Apr-21,0.0,24.3,37.5,39.3,83.3,0.0,12.0
2600,Jangaon,Zaffergadh,20-Apr-21,0.0,26.3,40.0,28.9,93.5,0.0,14.5
2601,Jangaon,Zaffergadh,21-Apr-21,0.0,25.2,38.8,40.0,83.5,0.0,14.1
2602,Jangaon,Zaffergadh,22-Apr-21,0.0,23.8,38.6,38.8,82.3,0.0,13.5
2603,Jangaon,Zaffergadh,23-Apr-21,0.0,24.0,37.0,43.1,81.6,0.0,10.3
2604,Jangaon,Zaffergadh,24-Apr-21,0.6,25.0,38.3,35.6,91.6,0.0,6.3
2605,Jangaon,Zaffergadh,25-Apr-21,0.0,24.9,38.5,23.9,82.8,0.0,4.2
2606,Jangaon,Zaffergadh,26-Apr-21,0.0,24.0,38.2,30.3,82.5,0.0,5.9
2607,Jangaon,Zaffergadh,27-Apr-21,0.0,24.4,39.7,23.6,67.6,0.0,9.5
2608,Jangaon,Zaffergadh,28-Apr-21,0.0,25.4,40.1,23.2,79.0,0.0,4.2
2609,Jangaon,Zaffergadh,29-Apr-21,0.0,25.5,39.2,31.0,84.9,0.0,1.2
2610,Jangaon,Zaffergadh,30-Apr-21,0.0,23.5,38.9,36.3,65.9,0.0,13.6
2611,Jayashankar,Bhupalpalle,01-Apr-21,0.0,21.6,39.7,14.2,57.3,0.0,6.6
2612,Jayashankar,Bhupalpalle,02-Apr-21,0.0,22.8,41.9,18.1,78.8,0.0,9.6
2613,Jayashankar,Bhupalpalle,03-Apr-21,0.0,22.3,42.4,14.2,77.4,0.0,7.6
2614,Jayashankar,Bhupalpalle,04-Apr-21,0.0,25.5,38.8,38.6,97.6,0.0,8.4
2615,Jayashankar,Bhupalpalle,05-Apr-21,0.0,24.5,37.3,51.0,93.7,0.0,10.8
2616,Jayashankar,Bhupalpalle,06-Apr-21,0.0,24.0,37.4,54.0,94.1,0.0,9.2
2617,Jayashankar,Bhupalpalle,07-Apr-21,0.0,23.8,37.4,56.6,91.6,0.4,10.3
2618,Jayashankar,Bhupalpalle,08-Apr-21,0.0,24.6,38.1,39.9,97.1,0.3,8.7
2619,Jayashankar,Bhupalpalle,09-Apr-21,0.0,24.6,37.8,40.9,86.1,0.0,10.4
2620,Jayashankar,Bhupalpalle,10-Apr-21,0.0,24.4,37.0,47.2,90.4,0.0,11.7
2621,Jayashankar,Bhupalpalle,11-Apr-21,0.0,24.3,36.8,48.9,83.6,0.0,13.3
2622,Jayashankar,Bhupalpalle,12-Apr-21,0.0,25.1,37.2,37.6,90.8,0.0,6.9
2623,Jayashankar,Bhupalpalle,13-Apr-21,0.0,21.3,39.1,45.4,92.1,0.0,9.9
2624,Jayashankar,Bhupalpalle,14-Apr-21,10.3,21.0,39.0,47.5,99.9,0.3,13.6
2625,Jayashankar,Bhupalpalle,15-Apr-21,0.0,21.9,32.9,67.4,93.1,0.0,5.9
2626,Jayashankar,Bhupalpalle,16-Apr-21,0.0,23.7,37.2,41.6,91.4,0.0,6.8
2627,Jayashankar,Bhupalpalle,17-Apr-21,0.0,24.9,38.5,43.3,98.1,0.0,11.8
2628,Jayashankar,Bhupalpalle,18-Apr-21,0.0,24.8,38.5,47.5,91.6,0.0,10.7
2629,Jayashankar,Bhupalpalle,19-Apr-21,0.0,24.9,37.5,42.5,91.1,0.0,8.8
2630,Jayashankar,Bhupalpalle,20-Apr-21,0.0,27.5,42.2,39.9,91.4,0.0,9.6
2631,Jayashankar,Bhupalpalle,21-Apr-21,0.0,24.8,38.3,48.6,85.7,0.0,11.7
2632,Jayashankar,Bhupalpalle,22-Apr-21,24.7,21.5,38.8,50.7,99.9,0.0,12.1
2633,Jayashankar,Bhupalpalle,23-Apr-21,0.0,25.4,35.1,56.8,99.9,0.0,8.7
2634,Jayashankar,Bhupalpalle,24-Apr-21,0.0,25.6,37.4,44.4,92.2,0.0,7.7
2635,Jayashankar,Bhupalpalle,25-Apr-21,0.0,25.0,39.7,37.5,84.9,0.0,8.6
2636,Jayashankar,Bhupalpalle,26-Apr-21,0.0,24.8,40.5,37.8,93.7,0.0,8.4
2637,Jayashankar,Bhupalpalle,27-Apr-21,0.0,25.7,39.8,27.7,80.3,0.0,10.2
2638,Jayashankar,Bhupalpalle,28-Apr-21,0.0,25.5,39.9,23.6,84.7,0.0,5.2
2639,Jayashankar,Bhupalpalle,29-Apr-21,0.0,27.0,39.6,31.4,97.7,0.0,5.6
2640,Jayashankar,Bhupalpalle,30-Apr-21,0.0,23.3,39.7,42.0,75.9,0.0,9.8
2641,Jayashankar,Chityal,01-Apr-21,0.0,21.4,38.9,10.7,75.8,0.0,12.7
2642,Jayashankar,Chityal,02-Apr-21,0.0,21.7,38.5,17.3,85.1,0.0,8.0
2643,Jayashankar,Chityal,03-Apr-21,0.0,21.8,38.8,18.6,76.5,0.0,5.7
2644,Jayashankar,Chityal,04-Apr-21,0.0,25.3,38.1,38.1,100.0,0.0,4.5
2645,Jayashankar,Chityal,05-Apr-21,0.0,23.8,37.3,46.8,100.0,0.0,4.6
2646,Jayashankar,Chityal,06-Apr-21,0.0,23.0,36.9,52.4,100.0,0.0,3.6
2647,Jayashankar,Chityal,07-Apr-21,0.0,23.5,38.1,46.6,100.0,0.0,4.2
2648,Jayashankar,Chityal,08-Apr-21,0.0,24.1,37.8,35.8,100.0,0.0,4.5
2649,Jayashankar,Chityal,09-Apr-21,0.0,23.8,38.3,26.6,100.0,0.0,5.2
2650,Jayashankar,Chityal,10-Apr-21,0.0,23.6,37.0,38.4,100.0,0.0,4.3
2651,Jayashankar,Chityal,11-Apr-21,0.0,23.8,36.3,41.2,89.9,0.0,15.2
2652,Jayashankar,Chityal,12-Apr-21,0.0,24.5,35.4,36.4,98.1,0.0,5.1
2653,Jayashankar,Chityal,13-Apr-21,0.0,21.4,36.4,41.2,89.0,0.0,11.4
2654,Jayashankar,Chityal,14-Apr-21,11.7,20.5,37.9,38.1,100.0,0.0,7.5
2655,Jayashankar,Chityal,15-Apr-21,0.0,21.7,31.5,62.2,97.6,0.0,5.6
2656,Jayashankar,Chityal,16-Apr-21,0.0,22.9,34.7,39.7,100.0,0.0,6.7
2657,Jayashankar,Chityal,17-Apr-21,0.0,23.8,36.7,42.5,100.0,0.0,6.7
2658,Jayashankar,Chityal,18-Apr-21,0.0,24.2,37.4,34.3,100.0,0.0,2.8
2659,Jayashankar,Chityal,19-Apr-21,0.0,24.7,38.7,34.0,96.6,0.0,1.0
2660,Jayashankar,Chityal,20-Apr-21,0.0,27.3,40.1,25.3,97.3,0.0,5.6
2661,Jayashankar,Chityal,21-Apr-21,0.0,23.9,39.8,35.3,94.6,0.0,7.2
2662,Jayashankar,Chityal,22-Apr-21,41.1,21.9,38.5,38.1,100.0,0.0,9.1
2663,Jayashankar,Chityal,23-Apr-21,0.0,24.2,35.9,56.9,100.0,0.0,1.3
2664,Jayashankar,Chityal,24-Apr-21,0.0,24.7,37.4,36.7,100.0,0.1,2.4
2665,Jayashankar,Chityal,25-Apr-21,0.0,24.2,39.1,29.3,93.6,0.0,5.6
2666,Jayashankar,Chityal,26-Apr-21,0.0,24.2,38.5,38.7,97.0,0.0,5.6
2667,Jayashankar,Chityal,27-Apr-21,0.0,24.7,38.8,25.3,78.2,0.0,6.5
2668,Jayashankar,Chityal,28-Apr-21,0.0,24.1,38.4,17.8,94.1,0.0,5.1
2669,Jayashankar,Chityal,29-Apr-21,0.0,25.4,39.2,24.6,100.0,0.0,0.3
2670,Jayashankar,Chityal,30-Apr-21,0.0,22.8,39.7,32.0,84.9,0.0,11.9
2671,Jayashankar,Ghanapur_Mulug,01-Apr-21,0.0,22.0,40.5,17.5,73.5,0.0,9.2
2672,Jayashankar,Ghanapur_Mulug,02-Apr-21,0.0,22.8,40.5,23.0,84.5,0.0,10.1
2673,Jayashankar,Ghanapur_Mulug,03-Apr-21,0.0,22.3,41.7,23.0,77.2,0.0,5.9
2674,Jayashankar,Ghanapur_Mulug,04-Apr-21,0.0,25.2,40.2,43.7,92.5,0.0,7.9
2675,Jayashankar,Ghanapur_Mulug,05-Apr-21,0.0,24.5,38.5,47.4,91.5,0.0,5.7
2676,Jayashankar,Ghanapur_Mulug,06-Apr-21,0.0,24.8,37.7,56.2,91.5,0.0,7.3
2677,Jayashankar,Ghanapur_Mulug,07-Apr-21,0.0,24.8,38.1,51.5,91.2,0.0,11.4
2678,Jayashankar,Ghanapur_Mulug,08-Apr-21,0.0,24.4,39.5,34.8,92.6,0.0,8.4
2679,Jayashankar,Ghanapur_Mulug,09-Apr-21,0.0,24.6,38.3,45.1,85.3,0.0,8.3
2680,Jayashankar,Ghanapur_Mulug,10-Apr-21,0.0,24.5,37.4,42.1,89.8,0.0,8.8
2681,Jayashankar,Ghanapur_Mulug,11-Apr-21,0.0,24.1,37.7,48.0,84.5,0.0,12.9
2682,Jayashankar,Ghanapur_Mulug,12-Apr-21,0.0,25.1,37.4,41.0,88.8,0.0,3.8
2683,Jayashankar,Ghanapur_Mulug,13-Apr-21,6.3,21.3,39.1,45.4,96.4,0.0,10.8
2684,Jayashankar,Ghanapur_Mulug,14-Apr-21,24.5,21.0,37.7,46.2,97.4,0.0,13.3
2685,Jayashankar,Ghanapur_Mulug,15-Apr-21,0.0,21.9,32.9,61.4,93.1,0.0,4.9
2686,Jayashankar,Ghanapur_Mulug,16-Apr-21,0.0,23.8,37.2,39.8,92.1,0.0,7.0
2687,Jayashankar,Ghanapur_Mulug,17-Apr-21,0.0,24.9,38.5,39.2,93.1,0.0,5.6
2688,Jayashankar,Ghanapur_Mulug,18-Apr-21,0.0,25.2,39.7,39.0,90.1,0.0,10.0
2689,Jayashankar,Ghanapur_Mulug,19-Apr-21,0.0,24.9,38.0,48.6,91.2,0.0,6.4
2690,Jayashankar,Ghanapur_Mulug,20-Apr-21,0.0,27.5,42.2,37.5,85.3,0.0,9.0
2691,Jayashankar,Ghanapur_Mulug,21-Apr-21,0.0,24.4,38.3,48.6,86.4,0.0,12.4
2692,Jayashankar,Ghanapur_Mulug,22-Apr-21,47.4,21.5,38.8,51.9,99.5,0.0,9.2
2693,Jayashankar,Ghanapur_Mulug,23-Apr-21,0.0,24.7,35.8,58.8,89.6,0.0,6.0
2694,Jayashankar,Ghanapur_Mulug,24-Apr-21,0.0,25.3,39.4,46.0,92.1,0.0,0.9
2695,Jayashankar,Ghanapur_Mulug,25-Apr-21,0.0,25.0,39.9,41.9,82.4,0.0,7.1
2696,Jayashankar,Ghanapur_Mulug,26-Apr-21,0.0,24.8,40.5,37.8,91.0,0.0,4.4
2697,Jayashankar,Ghanapur_Mulug,27-Apr-21,0.0,24.1,38.7,30.0,75.9,0.0,9.6
2698,Jayashankar,Ghanapur_Mulug,28-Apr-21,0.0,25.0,40.1,24.4,69.2,0.0,5.1
2699,Jayashankar,Ghanapur_Mulug,29-Apr-21,0.0,26.0,40.9,33.4,93.9,0.0,5.5
2700,Jayashankar,Ghanapur_Mulug,30-Apr-21,0.0,22.9,38.2,47.4,83.1,0.0,12.1
2701,Jayashankar,Kataram,01-Apr-21,0.0,20.8,40.0,23.4,79.0,0.0,7.1
2702,Jayashankar,Kataram,02-Apr-21,0.0,22.1,39.9,27.1,82.6,0.0,10.0
2703,Jayashankar,Kataram,03-Apr-21,0.0,21.1,41.7,17.3,80.5,0.0,6.1
2704,Jayashankar,Kataram,04-Apr-21,0.0,25.5,38.3,34.5,90.6,0.0,8.4
2705,Jayashankar,Kataram,05-Apr-21,0.0,23.1,36.9,46.4,93.8,0.0,8.5
2706,Jayashankar,Kataram,06-Apr-21,0.0,23.3,37.2,46.9,89.9,0.0,13.7
2707,Jayashankar,Kataram,07-Apr-21,0.0,23.5,37.6,44.9,90.3,0.0,13.6
2708,Jayashankar,Kataram,08-Apr-21,0.0,25.1,37.9,35.2,92.0,0.0,10.5
2709,Jayashankar,Kataram,09-Apr-21,0.0,25.2,38.6,31.8,85.6,0.0,9.9
2710,Jayashankar,Kataram,10-Apr-21,0.0,25.0,36.8,35.6,89.2,0.0,14.7
2711,Jayashankar,Kataram,11-Apr-21,0.0,23.6,36.6,41.0,86.5,0.0,19.3
2712,Jayashankar,Kataram,12-Apr-21,0.0,24.0,36.6,32.8,88.0,0.0,9.6
2713,Jayashankar,Kataram,13-Apr-21,2.0,22.0,37.5,39.7,97.8,0.0,16.7
2714,Jayashankar,Kataram,14-Apr-21,0.5,22.0,37.9,40.8,93.7,0.0,14.7
2715,Jayashankar,Kataram,15-Apr-21,0.0,22.0,32.6,51.6,95.5,0.0,11.3
2716,Jayashankar,Kataram,16-Apr-21,0.0,22.7,35.7,35.0,95.9,0.0,11.4
2717,Jayashankar,Kataram,17-Apr-21,0.0,25.1,37.7,29.6,93.1,0.0,8.9
2718,Jayashankar,Kataram,18-Apr-21,0.0,24.6,37.4,39.1,90.9,0.0,9.3
2719,Jayashankar,Kataram,19-Apr-21,0.0,24.2,38.6,38.5,93.1,0.0,11.4
2720,Jayashankar,Kataram,20-Apr-21,0.0,28.2,40.1,26.2,84.7,0.0,8.5
2721,Jayashankar,Kataram,21-Apr-21,0.0,25.1,38.7,41.2,80.8,0.0,14.0
2722,Jayashankar,Kataram,22-Apr-21,19.2,22.8,38.3,41.8,97.5,0.0,16.6
2723,Jayashankar,Kataram,23-Apr-21,0.0,25.3,36.3,49.4,97.4,0.0,6.6
2724,Jayashankar,Kataram,24-Apr-21,0.0,25.1,38.1,37.0,90.7,0.0,8.4
2725,Jayashankar,Kataram,25-Apr-21,0.0,25.3,39.2,27.3,83.8,0.0,6.2
2726,Jayashankar,Kataram,26-Apr-21,0.0,24.9,39.0,33.3,86.2,0.0,9.4
2727,Jayashankar,Kataram,27-Apr-21,0.0,25.4,39.4,21.5,66.0,0.0,17.9
2728,Jayashankar,Kataram,28-Apr-21,0.0,23.5,40.0,23.5,83.5,0.0,4.8
2729,Jayashankar,Kataram,29-Apr-21,0.0,25.1,41.6,21.0,87.6,0.0,5.1
2730,Jayashankar,Kataram,30-Apr-21,0.0,23.5,39.4,33.1,72.4,0.0,15.0
2731,Jayashankar,Mahadevpur,01-Apr-21,0.0,21.6,41.9,9.4,73.2,0.0,6.2
2732,Jayashankar,Mahadevpur,02-Apr-21,0.0,23.3,41.9,10.8,76.2,0.0,11.9
2733,Jayashankar,Mahadevpur,03-Apr-21,0.0,21.9,41.8,6.6,68.8,0.0,6.7
2734,Jayashankar,Mahadevpur,04-Apr-21,0.0,26.2,39.3,26.0,85.7,0.0,7.1
2735,Jayashankar,Mahadevpur,05-Apr-21,0.0,24.1,37.5,41.6,85.5,0.0,8.3
2736,Jayashankar,Mahadevpur,06-Apr-21,0.0,23.9,37.5,46.1,84.0,0.0,3.1
2737,Jayashankar,Mahadevpur,07-Apr-21,0.2,22.8,38.6,39.7,100.0,0.0,22.3
2738,Jayashankar,Mahadevpur,08-Apr-21,0.0,23.3,38.5,26.2,88.8,0.0,5.9
2739,Jayashankar,Mahadevpur,09-Apr-21,0.0,25.9,39.1,26.9,89.2,0.0,7.0
2740,Jayashankar,Mahadevpur,10-Apr-21,0.0,25.6,38.8,26.4,88.7,0.0,5.2
2741,Jayashankar,Mahadevpur,11-Apr-21,0.0,23.1,38.2,36.4,82.5,0.0,14.6
2742,Jayashankar,Mahadevpur,12-Apr-21,0.0,23.7,37.2,32.3,90.7,0.0,8.4
2743,Jayashankar,Mahadevpur,13-Apr-21,8.1,22.1,38.3,34.8,96.2,0.0,11.8
2744,Jayashankar,Mahadevpur,14-Apr-21,1.4,22.7,37.2,36.9,88.9,0.0,14.7
2745,Jayashankar,Mahadevpur,15-Apr-21,0.0,23.3,34.7,51.1,82.4,0.0,13.9
2746,Jayashankar,Mahadevpur,16-Apr-21,0.0,23.3,36.4,30.2,95.4,0.0,11.2
2747,Jayashankar,Mahadevpur,17-Apr-21,0.0,25.3,38.1,26.7,87.9,0.0,7.7
2748,Jayashankar,Mahadevpur,18-Apr-21,0.0,24.7,38.5,33.4,87.4,0.0,9.3
2749,Jayashankar,Mahadevpur,19-Apr-21,0.0,23.9,40.3,33.1,88.7,0.0,10.2
2750,Jayashankar,Mahadevpur,20-Apr-21,0.0,28.1,41.0,24.1,93.0,0.0,7.1
2751,Jayashankar,Mahadevpur,21-Apr-21,0.0,25.9,39.6,38.2,75.9,0.0,15.3
2752,Jayashankar,Mahadevpur,22-Apr-21,9.8,22.7,39.7,39.7,100.0,0.0,21.5
2753,Jayashankar,Mahadevpur,23-Apr-21,0.0,25.5,37.8,43.9,100.0,0.0,6.4
2754,Jayashankar,Mahadevpur,24-Apr-21,0.0,25.1,38.5,39.0,89.9,0.0,4.8
2755,Jayashankar,Mahadevpur,25-Apr-21,0.0,25.2,39.9,17.0,80.8,0.0,5.7
2756,Jayashankar,Mahadevpur,26-Apr-21,0.0,25.6,40.2,30.5,81.5,0.0,8.1
2757,Jayashankar,Mahadevpur,27-Apr-21,0.0,26.8,40.2,17.0,63.7,0.0,13.9
2758,Jayashankar,Mahadevpur,28-Apr-21,0.0,23.3,40.3,14.1,84.9,0.0,12.7
2759,Jayashankar,Mahadevpur,29-Apr-21,0.0,25.1,42.0,12.2,94.1,0.0,7.5
2760,Jayashankar,Mahadevpur,30-Apr-21,0.0,23.7,41.0,24.8,80.5,0.0,19.4
2761,Jayashankar,Malharrao,01-Apr-21,0.0,19.8,40.0,17.0,80.8,0.0,12.7
2762,Jayashankar,Malharrao,02-Apr-21,0.0,21.7,39.7,20.2,80.0,0.0,11.9
2763,Jayashankar,Malharrao,03-Apr-21,0.0,21.1,40.3,21.0,79.9,0.0,11.0
2764,Jayashankar,Malharrao,04-Apr-21,0.0,24.5,38.0,39.7,96.1,0.0,14.8
2765,Jayashankar,Malharrao,05-Apr-21,0.0,23.6,36.8,47.4,97.2,0.0,18.8
2766,Jayashankar,Malharrao,06-Apr-21,0.0,22.8,36.8,52.0,94.6,0.0,18.7
2767,Jayashankar,Malharrao,07-Apr-21,0.0,23.0,38.3,43.7,96.8,0.0,9.6
2768,Jayashankar,Malharrao,08-Apr-21,0.0,24.3,38.4,34.1,96.6,0.0,10.3
2769,Jayashankar,Malharrao,09-Apr-21,0.0,24.1,37.9,31.1,87.5,0.0,17.1
2770,Jayashankar,Malharrao,10-Apr-21,0.0,24.3,37.1,33.7,94.3,0.0,21.7
2771,Jayashankar,Malharrao,11-Apr-21,0.0,23.1,37.3,38.1,90.2,0.0,23.3
2772,Jayashankar,Malharrao,12-Apr-21,0.0,24.0,35.6,40.2,90.0,0.0,11.1
2773,Jayashankar,Malharrao,13-Apr-21,5.5,21.7,37.1,37.1,98.3,0.0,15.8
2774,Jayashankar,Malharrao,14-Apr-21,5.1,22.0,36.6,42.2,96.3,0.0,13.6
2775,Jayashankar,Malharrao,15-Apr-21,0.0,22.2,32.7,55.3,97.5,0.0,6.2
2776,Jayashankar,Malharrao,16-Apr-21,0.0,22.8,35.7,35.4,97.8,0.0,7.1
2777,Jayashankar,Malharrao,17-Apr-21,0.0,24.3,38.6,26.8,97.5,0.0,10.2
2778,Jayashankar,Malharrao,18-Apr-21,0.0,23.8,38.0,34.4,97.5,0.0,11.2
